528.342032,0.004496,4.988853
567.611643,0.020333,18.571219
707.434257,0.059552,41.555928
755.561574,0.028997,12.504720
819.913148,0.004450,4.840576
854.253106,0.123692,11.865172
877.587928,0.052030,10.707420
895.616493,0.007759,6.104497
918.102485,0.045249,9.864189
938.905441,0.140132,13.870921
964.886192,0.015507,6.417230
1003.705907,0.038997,4.777619
1030.264935,0.042150,7.267346
1052.377483,0.024256,12.741786
1086.321409,0.006703,5.384481
1100.087106,0.029074,7.549732
1166.170430,0.007278,4.804093
1174.575174,0.069981,15.710591
1203.620352,0.030819,7.242022
1247.050668,0.401856,19.389205
1274.829250,0.145614,14.938337
1296.516972,0.075967,12.854617
1316.817031,0.086086,14.307454
1340.676882,0.121595,16.743771
1386.827571,0.094697,17.758931
1434.748660,0.239165,21.595886
1451.003024,0.088554,7.141735
1464.746239,0.146602,11.691464
1640.343569,0.154521,19.721581
1666.697232,0.680018,22.230817
2854.636514,0.258118,5.914155
2884.895444,2.971338,18.291757
2942.354250,10.827748,26.187025
2988.318075,2.344560,22.360494
3068.582923,0.283687,10.098884
3225.031598,1.718254,28.539748
3277.775855,1.482476,29.826276
3333.283734,2.196931,44.183546
