559.525198,0.026635,20.059570
568.224530,0.000032,47.973493
694.805454,0.009162,4.665997
715.223311,0.087527,10.252938
747.086002,0.026412,16.918553
835.877090,0.071185,10.331015
853.197178,0.108470,10.737647
873.169759,0.095662,10.037820
890.259782,0.056227,9.899002
916.477588,0.104408,12.334250
935.664661,0.066440,12.161074
963.039773,0.038339,7.731296
1033.549988,0.056612,9.473523
1061.536885,0.057885,8.043462
1086.321409,0.222432,16.528182
1126.036195,0.010938,4.382826
1199.792658,0.042433,12.895650
1259.308466,0.706832,21.447411
1299.225996,0.617732,22.710819
1359.638724,0.196786,25.029995
1439.755409,0.637516,12.318771
1459.160442,0.422121,12.388192
1660.390159,1.008725,12.195848
1729.320091,0.040127,6.802915
2854.151698,6.375976,8.257411
2883.760170,15.022406,19.703933
2932.686262,27.149157,29.314957
3014.444578,1.705201,11.897332
3232.925486,0.966912,21.009466
3288.290120,1.427373,28.952461
3342.556139,1.195789,31.136434
