565.515910,0.029983,29.121362
642.016254,0.006696,7.183344
669.128008,0.022895,10.526476
682.829131,0.006576,6.177087
725.302237,0.027975,9.501721
748.018993,0.014714,6.403914
785.731533,0.074795,9.372120
830.658727,0.038903,10.414257
851.913536,0.025282,8.297217
893.671609,0.026526,11.328062
931.997443,0.062672,17.643578
957.182042,0.012078,11.853006
1003.762859,0.052863,6.063567
1030.264935,0.018308,7.883113
1088.695510,0.083603,16.909411
1096.260385,0.062388,8.752159
1107.284107,0.000260,15.661521
1184.184312,0.009135,58.615814
1176.454891,0.003327,3.239062
1213.262840,0.076959,14.812988
1232.324146,0.005393,7.075613
1253.827571,0.371220,23.254263
1301.381909,0.319606,22.849344
1322.558946,0.027560,9.674909
1340.622976,0.172090,15.066689
1374.788292,0.124151,15.746536
1425.597223,0.071534,13.877582
1441.930873,0.065858,7.061192
1454.743434,0.230772,13.254862
1486.807228,0.055400,8.514732
1470.840031,0.018612,5.648451
1569.699176,0.000011,22.666690
1577.058017,0.044161,7.595424
1612.958174,0.020470,8.535130
1653.485006,0.093795,11.468262
1663.392834,0.469516,16.386419
1685.976344,0.100706,19.938830
1767.106351,0.069143,19.069097
2858.638452,0.531183,8.136926
2884.821620,2.862310,18.217617
2937.191890,9.502002,27.243144
2980.272703,3.611042,30.697038
3066.261318,0.312340,11.960761
3224.756909,1.266578,25.708942
3280.805639,1.885132,35.959186
3342.246365,1.379440,42.573817
