526.075535,0.018402,6.810983
668.760826,0.166671,37.274552
743.263183,0.099434,20.106866
831.142674,0.024476,5.202861
853.549237,0.142850,11.398371
892.655617,0.160775,21.545242
932.425392,0.244787,22.515036
964.886192,0.039912,10.660769
1003.942993,0.112904,6.462192
1026.532978,0.061423,6.422006
1035.600208,0.042298,8.107369
1089.632839,0.000109,34.170330
1109.534248,0.071465,11.243899
1164.350766,0.010551,4.177604
1172.928946,0.019254,6.763817
1205.111898,0.043589,6.704676
1253.827571,0.811244,28.721298
1279.953707,0.019982,5.221940
1308.607592,0.299254,22.264137
1341.119215,0.176191,14.734639
1385.977414,0.031837,10.401714
1417.794804,0.078054,15.047317
1453.925457,0.454185,13.773101
1665.974430,0.002485,76.683641
1648.076795,0.619910,24.225556
1672.270208,0.602447,19.094932
2880.562951,3.233720,15.043950
2907.288624,2.070776,18.265722
2942.595683,12.453453,21.172630
2986.685545,4.829880,24.687867
3067.680101,0.642930,11.291048
3227.452312,1.046314,23.853742
3281.901518,1.718361,31.477707
3336.186410,2.038380,41.692339
