556.885793,0.018244,26.469347
649.109089,0.027037,29.010573
695.751608,0.003225,3.612715
716.362323,0.033513,11.541588
749.802555,0.027936,13.523527
830.308409,0.019512,6.623634
851.759369,0.059578,13.797415
892.210481,0.092975,26.949633
938.905441,0.071969,20.446241
964.886192,0.006516,6.297643
1003.542648,0.058474,6.085076
1030.264935,0.017358,5.719596
1063.185027,0.042598,15.238579
1086.321409,0.053906,11.117552
1098.607698,0.022582,7.954433
1117.370578,0.006701,3.586350
1176.254257,0.001475,3.239639
1208.437773,0.062662,12.768608
1247.050668,0.227043,23.086363
1265.204236,0.227724,18.560669
1299.588845,0.201266,15.336159
1318.691971,0.104107,16.398854
1340.547951,0.102961,14.218342
1366.631809,0.081740,21.002032
1430.234879,0.002902,25.987293
1442.265389,0.343640,13.818217
1460.616046,0.159969,12.167030
1575.931140,0.014284,6.452859
1609.362299,0.000680,3.606816
1660.714571,0.772129,16.819465
2856.560835,1.389973,7.355455
2883.863014,4.833020,19.174257
2934.397948,13.326540,28.959577
2988.932940,3.465663,36.473747
3066.160513,0.232393,8.690017
3226.807372,1.212668,24.732080
3284.124018,1.813744,33.807376
3346.717498,1.142014,40.420711
