534.905050,0.012059,16.245429
649.531740,0.040851,22.454064
712.479028,0.056103,23.476634
751.770485,0.042093,11.143668
829.484863,0.020093,5.783090
853.550898,0.102343,11.478150
877.587928,0.019712,7.893198
900.115554,0.101094,21.246423
938.905441,0.160539,18.306686
961.258364,0.006303,3.884985
974.654029,0.002642,2.982649
1003.135042,0.089534,6.326292
1030.264935,0.046921,7.341697
1052.787968,0.020798,13.261217
1098.727956,0.034799,10.783330
1127.814527,0.008313,2.456896
1204.814236,0.060265,9.930817
1247.050668,0.481738,24.498021
1275.115795,0.156707,20.485231
1305.616334,0.239208,21.308313
1338.834336,0.236543,20.607105
1398.127218,0.093164,19.772846
1433.364180,0.124510,13.817251
1447.784728,0.157019,9.277063
1461.383671,0.149316,9.834657
1555.098321,0.001251,65.996723
1612.787392,0.024162,9.581483
1658.271372,0.804958,22.074485
1676.850014,0.103568,12.224700
2854.305322,0.227625,5.010418
2881.979340,3.477025,17.764882
2937.484878,13.156726,26.863227
2983.726507,2.657754,23.549399
3066.938648,0.430052,9.810180
3225.316452,1.317115,25.915933
3283.061392,2.074272,33.653947
3338.881443,1.770431,39.800205
